id,fecha,usuario,texto,tema,sentimiento,likes,reposts
16323,01/04/2023,user_15374,crecimos con YouTube creyendo que todos podíamos ser famosos. qué decepción.,Generación Z y crisis de sentido,neutral,12917,4298
16324,03/07/2024,user_76433,Los algoritmos saben más de mí. renuncio a algo de mi humanidad.,IA y pérdida de autonomía humana,neutral,8210,1102
16325,03/01/2022,user_16901,"Mi ansiedad tiene ansiedad y encima siento culpa, por no estar bien. es un círculo sin fin.",Generación Z y crisis de sentido,negativo,15449,4954
16326,02/08/2022,user_37915,"Mi trabajo ahora es, revisar lo que hace la IA, básicamente soy. un supervisor de máquinas.",IA y pérdida de autonomía humana,positivo,8507,3458
16327,25/11/2023,user_56129,"mi rutina es scroll, trabajo, scroll, dormir y repetir. ¿esto es vivir?.",Generación Z y crisis de sentido,negativo,2431,1039
16328,18/10/2022,user_75725,Mi trabajo ahora es revisar lo que hace la IA. básicamente soy un supervisor de máquinas.,IA y pérdida de autonomía humana,positivo,17481,1730
16329,23/01/2023,user_63449,Subo stories feliz pero en realidad estoy. pasándola horrible las redes son puro teatro.,Generación Z y crisis de sentido,neutral,3783,3646
16330,24/08/2023,user_3167,¿Por qué tengo que monetizar mis hobbies. de estar aburridos y ahí está la creatividad.,Generación Z y crisis de sentido,neutral,7851,1456
16331,02/05/2023,user_91535,"Cada clic, cada búsqueda alimenta al algoritmo. que me conoce mejor que mi familia.",IA y pérdida de autonomía humana,neutral,19930,1991
16332,20/09/2022,user_89332,"Mi trabajo ahora es, revisar lo que hace la IA, básicamente soy. un supervisor de máquinas.",IA y pérdida de autonomía humana,negativo,1778,1090
16333,14/01/2022,user_7833,antes teníamos Messenger y éramos felices ahora hay 20 apps. y nadie responde.,Generación Z y crisis de sentido,positivo,9343,2184
16334,15/06/2022,user_45125,Subo stories feliz pero en realidad estoy. pasándola horrible las redes son puro teatro.,Generación Z y crisis de sentido,positivo,782,3037
16335,14/01/2023,user_72490,Los algoritmos saben más de mí. pero también propósito y significado.,IA y pérdida de autonomía humana,neutral,15619,2942
16336,02/01/2023,user_35483,Tres trabajos y aún no me alcanza. para independizarme ¿así va a ser toda la vida?.,Generación Z y crisis de sentido,positivo,1453,4009
16337,14/09/2024,user_17634,"Estudié 5 años para un título que no me sirve, en un mercado laboral. que ya no existe.",Generación Z y crisis de sentido,positivo,19117,4109
16338,06/10/2023,user_21805,Pasé 2 horas editando una foto para Instagram. que borré a los 10 minutos porque no tuvo suficientes likes.,Generación Z y crisis de sentido,negativo,1448,3406
16339,14/12/2024,user_77712,"Los trabajos del futuro, no existen todavía, y los de ahora. los está tomando la IA.",IA y pérdida de autonomía humana,positivo,2189,1810
16340,26/01/2024,user_97189,La IA predice mis deseos antes. para crear para decidir. Mal camino.,IA y pérdida de autonomía humana,positivo,19581,4645
16341,22/01/2024,user_53042,El algoritmo me muestra solo lo que confirma. tiene valor aunque sea lento.,IA y pérdida de autonomía humana,neutral,3874,4364
16342,13/06/2023,user_66267,Mis papás compraron casa a mi edad. todo es contenido todo es performance.,Generación Z y crisis de sentido,neutral,16709,1248
16343,11/12/2024,user_6438,Me siento perdido entre lo que esperan de mí. y lo que realmente quiero la presión es insoportable.,Generación Z y crisis de sentido,negativo,12183,1815
16344,11/09/2024,user_33657,Normalizar la terapia fue lo mejor que nos pasó. ahora hay 20 apps y nadie responde.,Generación Z y crisis de sentido,neutral,11076,883
16345,13/02/2023,user_25506,"Mis papás compraron casa a mi edad, yo apenas puedo. pagar mi comida del mes.",Generación Z y crisis de sentido,positivo,11617,3253
16346,20/03/2024,user_74600,"Si la IA hace todo, ¿qué sentido tiene, estudiar o trabajar?. crisis existencial 2.0.",IA y pérdida de autonomía humana,positivo,10830,2624
16347,13/12/2023,user_49100,Todos mis amigos están en terapia o medicados. cuando claramente nada lo está.,Generación Z y crisis de sentido,positivo,12205,2823
16348,25/10/2022,user_3959,"La IA genera arte, en 5 segundos, yo tardo horas. ¿para qué seguir creando?.",IA y pérdida de autonomía humana,positivo,7133,3447
16349,01/05/2024,user_27734,Alexa controla mi casa mi celular mi vida. la IA mi trabajo ¿dónde estoy yo en todo esto?.,IA y pérdida de autonomía humana,positivo,15998,4044
16350,02/11/2022,user_75540,ChatGPT hace mi tarea Google Maps decide mi ruta. renuncio a algo de mi humanidad.,IA y pérdida de autonomía humana,positivo,18903,3119
16351,15/07/2022,user_43564,crecimos con YouTube creyendo que todos podíamos ser famosos. qué decepción.,Generación Z y crisis de sentido,negativo,16772,3822
16352,14/08/2023,user_92957,Las apps escuchan mis conversaciones. porque me aparecen anuncios de lo que hablo.,IA y pérdida de autonomía humana,negativo,8605,328
16353,12/03/2023,user_72711,"la tecnología avanza más rápido, que nuestra ética y eso asusta.",IA y pérdida de autonomía humana,neutral,9198,829
16354,13/02/2023,user_65089,Tinder decide mis matches LinkedIn mis trabajos. las apps controlan mi vida social y laboral.,IA y pérdida de autonomía humana,positivo,15381,2771
16355,09/06/2024,user_50200,"Me preocupa, que la IA tome decisiones, sobre mi vida. sin que yo pueda cuestionarla.",IA y pérdida de autonomía humana,positivo,2168,4314
16356,10/05/2024,user_58052,Me siento perdido entre lo que esperan de mí. y lo que realmente quiero la presión es insoportable.,Generación Z y crisis de sentido,neutral,17538,2396
16357,14/02/2023,user_81372,"la IA es útil pero estamos, perdiendo habilidades que no recuperaremos.",IA y pérdida de autonomía humana,neutral,16870,1574
16358,11/12/2023,user_22113,Renuncié a mi privacidad por comodidad. y ahora no sé cómo recuperarla.,IA y pérdida de autonomía humana,negativo,3226,4504
16359,20/04/2022,user_83454,"la eficiencia no es todo a veces el proceso humano, tiene valor aunque sea lento.",IA y pérdida de autonomía humana,neutral,109,3897
16360,19/06/2023,user_5392,"Zoom, Teams, Discord mi vida social. es 100% digital ¿cuándo fue la última vez que salí?.",Generación Z y crisis de sentido,neutral,1663,4090
16361,22/06/2024,user_29238,"Renuncié a mi privacidad, por comodidad, y ahora. no sé cómo recuperarla.",IA y pérdida de autonomía humana,positivo,8288,2672
16362,21/09/2024,user_45404,Todos mis amigos están emprendiendo o haciendo side hustles. de estar aburridos y ahí está la creatividad.,Generación Z y crisis de sentido,neutral,5766,263
16363,30/09/2023,user_22475,antes teníamos Messenger y éramos felices ahora hay 20 apps. y nadie responde.,Generación Z y crisis de sentido,positivo,19542,1362
16364,01/11/2024,user_93088,Tres trabajos y aún no me alcanza. todo es contenido todo es performance.,Generación Z y crisis de sentido,negativo,6600,1531
16365,04/12/2022,user_22716,La IA genera arte en 5 segundos. yo tardo horas ¿para qué seguir creando?.,IA y pérdida de autonomía humana,positivo,17321,1217
16366,09/12/2022,user_1571,TikTok me tiene con una capacidad de atención. de 15 segundos ya ni puedo ver películas completas.,Generación Z y crisis de sentido,positivo,11196,196
16367,21/04/2022,user_95899,Mis papás compraron casa a mi edad. mi salud mental va en picada.,Generación Z y crisis de sentido,neutral,18505,375
16368,20/08/2022,user_32087,Estudié 5 años para un título que no me sirve. en un mercado laboral que ya no existe.,Generación Z y crisis de sentido,neutral,4202,4375
16369,23/07/2022,user_54923,"Tengo 25 años y siento que debería tener, mi vida resuelta. pero no sé ni qué quiero hacer.",Generación Z y crisis de sentido,neutral,16238,3350
16370,19/08/2023,user_20827,Pasé 2 horas editando una foto para Instagram. que borré a los 10 minutos porque no tuvo suficientes likes.,Generación Z y crisis de sentido,positivo,14010,2865
16371,11/02/2022,user_18315,La cultura del hustle nos hizo creer que. mi salud mental va en picada.,Generación Z y crisis de sentido,neutral,16334,1918
16372,09/01/2023,user_32275,"delegamos tanto en las máquinas, que olvidamos cómo hacer cosas básicas.",IA y pérdida de autonomía humana,positivo,180,455
16373,20/07/2024,user_2494,La IA escribe mejor que yo diseña mejor que yo. perdiendo habilidades que no recuperaremos.,IA y pérdida de autonomía humana,positivo,3629,441
16374,13/11/2024,user_51830,"El algoritmo decide qué veo, qué pienso, qué compro, y ni siquiera. me había dado cuenta.",Generación Z y crisis de sentido,positivo,14162,2248
16375,08/04/2024,user_80110,Los trabajos del futuro no existen todavía. y los de ahora los está tomando la IA.,IA y pérdida de autonomía humana,positivo,14222,551
16376,22/07/2022,user_12644,"El algoritmo decide qué veo, qué pienso, qué compro. y ni siquiera me había dado cuenta.",Generación Z y crisis de sentido,positivo,2058,2271
16377,18/10/2022,user_99325,Todos mis amigos están en terapia o medicados. podíamos ser famosos qué decepción.,Generación Z y crisis de sentido,negativo,12679,3563
16378,17/05/2022,user_62915,"Alexa controla mi casa, mi celular mi vida, la IA mi trabajo. ¿dónde estoy yo en todo esto?.",IA y pérdida de autonomía humana,positivo,13424,3039
16379,04/01/2023,user_70019,Me piden 5 años de experiencia para un trabajo entry level. cuando claramente nada lo está.,Generación Z y crisis de sentido,neutral,6887,3378
16380,06/11/2022,user_77449,"Renuncié a mi privacidad, por comodidad, y ahora. no sé cómo recuperarla.",IA y pérdida de autonomía humana,neutral,1569,4140
16381,26/12/2024,user_99842,"delegamos tanto en las máquinas, que olvidamos cómo hacer cosas básicas.",IA y pérdida de autonomía humana,positivo,11945,3410
16382,07/05/2024,user_71002,Renuncié a mi privacidad por comodidad. y ahora no sé cómo recuperarla.,IA y pérdida de autonomía humana,positivo,17850,1693
16383,25/12/2024,user_60715,"cada vez que uso IA siento que, renuncio a algo de mi humanidad.",IA y pérdida de autonomía humana,positivo,9790,1409
16384,01/03/2024,user_1474,"delegamos tanto en las máquinas, que olvidamos cómo hacer cosas básicas.",IA y pérdida de autonomía humana,positivo,12575,2961
16385,16/11/2022,user_23965,"Las videollamadas no reemplazan, el contacto humano real. extraño abrazos sin pantallas.",Generación Z y crisis de sentido,neutral,5411,1377
16386,05/06/2024,user_42930,"mi rutina es scroll, trabajo, scroll, dormir y repetir. ¿esto es vivir?.",Generación Z y crisis de sentido,negativo,10863,4656
16387,30/12/2024,user_42434,"Cada clic, cada búsqueda alimenta al algoritmo. que nuestra ética y eso asusta.",IA y pérdida de autonomía humana,positivo,5961,796
16388,25/08/2022,user_85197,"Aceptamos términos y condiciones, sin leer, vendiendo nuestros datos. por usar apps gratis.",IA y pérdida de autonomía humana,positivo,5040,2107
16389,24/02/2022,user_3851,Alexa controla mi casa mi celular mi vida. para crear para decidir. Mal camino.,IA y pérdida de autonomía humana,positivo,1837,2857
16390,18/06/2023,user_21898,"Mi ansiedad tiene ansiedad y encima siento culpa, por no estar bien. es un círculo sin fin.",Generación Z y crisis de sentido,negativo,14751,2483
16391,07/12/2023,user_11972,"Subo stories feliz pero en realidad estoy, pasándola horrible. las redes son puro teatro.",Generación Z y crisis de sentido,positivo,11155,1760
16392,05/05/2022,user_52930,Mis papás compraron casa a mi edad. cuando claramente nada lo está.,Generación Z y crisis de sentido,negativo,3234,1335
16393,03/06/2024,user_83294,"Cada clic, cada búsqueda alimenta al algoritmo. que me conoce mejor que mi familia.",IA y pérdida de autonomía humana,negativo,7081,4482
16394,09/03/2023,user_78937,"mi rutina es scroll, trabajo, scroll, dormir y repetir. ¿esto es vivir?.",Generación Z y crisis de sentido,negativo,7275,1050
16395,30/11/2023,user_21794,"nos están vendiendo la IA como solución, pero nadie habla de lo que perdemos.",IA y pérdida de autonomía humana,positivo,9169,2629
16396,31/07/2022,user_14845,entre el doom scrolling y las noticias depresivas mi salud mental. va en picada.,Generación Z y crisis de sentido,positivo,14320,1703
16397,27/02/2023,user_69175,Las videollamadas no reemplazan. el contacto humano real extraño abrazos sin pantallas.,Generación Z y crisis de sentido,neutral,779,1595
16398,11/07/2024,user_66753,"Alexa controla mi casa, mi celular mi vida, la IA mi trabajo. ¿dónde estoy yo en todo esto?.",IA y pérdida de autonomía humana,neutral,8361,3040
16399,23/09/2023,user_74583,"La IA está en, medicina, justicia, educación, ¿confiamos tanto. en la tecnología?.",IA y pérdida de autonomía humana,positivo,4774,3356
16400,30/11/2023,user_93411,"La salud mental es importante hasta que pides días libres, por ansiedad. y te ven como débil.",Generación Z y crisis de sentido,neutral,16484,3469
16401,20/12/2022,user_50730,"La IA está en medicina, justicia, educación. renuncio a algo de mi humanidad.",IA y pérdida de autonomía humana,neutral,9727,1392
16402,01/02/2023,user_85521,"la tecnología avanza más rápido, que nuestra ética y eso asusta.",IA y pérdida de autonomía humana,negativo,17849,851
16403,15/07/2023,user_44323,honestamente ya no sé qué es real todo es contenido. todo es performance.,Generación Z y crisis de sentido,neutral,1772,4034
16404,04/09/2024,user_57130,La IA genera arte en 5 segundos. tiene valor aunque sea lento.,IA y pérdida de autonomía humana,positivo,18967,4529
16405,18/08/2022,user_88764,"La IA está en medicina, justicia, educación. que nuestra ética y eso asusta.",IA y pérdida de autonomía humana,positivo,16042,2013
16406,31/10/2022,user_88779,Me piden 5 años de experiencia para un trabajo entry level. y repetir ¿esto es vivir?.,Generación Z y crisis de sentido,negativo,11422,737
16407,05/03/2023,user_9491,"Zoom, Teams, Discord mi vida social. gracias TikTok por romper mi atención.",Generación Z y crisis de sentido,negativo,5965,3618
16408,17/08/2024,user_53562,"la IA es útil pero estamos, perdiendo habilidades que no recuperaremos.",IA y pérdida de autonomía humana,negativo,8024,2787
16409,19/06/2023,user_46620,"la tecnología avanza más rápido, que nuestra ética y eso asusta.",IA y pérdida de autonomía humana,positivo,13719,3984
16410,27/04/2022,user_49152,Todos hablan del cambio climático. pero nadie hace nada real ¿para qué planear un futuro?.,Generación Z y crisis de sentido,negativo,3021,4404
16411,19/07/2024,user_28327,estoy cansado de fingir que todo está bien cuando claramente. nada lo está.,Generación Z y crisis de sentido,neutral,13559,2942
16412,16/11/2024,user_49106,crecimos con YouTube creyendo que todos podíamos ser famosos. qué decepción.,Generación Z y crisis de sentido,positivo,18221,288
16413,07/06/2023,user_4725,Me piden 5 años de experiencia para un trabajo entry level. que paga salario mínimo el mercado laboral está roto.,Generación Z y crisis de sentido,negativo,8494,3892
16414,15/02/2022,user_20361,Las apps escuchan mis conversaciones. porque me aparecen anuncios de lo que hablo.,IA y pérdida de autonomía humana,positivo,600,4572
16415,26/08/2024,user_70894,"delegamos tanto en las máquinas, que olvidamos cómo hacer cosas básicas.",IA y pérdida de autonomía humana,negativo,15781,3306
16416,07/06/2024,user_28899,Los algoritmos saben más de mí. que nuestra ética y eso asusta.,IA y pérdida de autonomía humana,negativo,3096,4353
16417,20/10/2024,user_32960,Mi trabajo ahora es revisar lo que hace la IA. básicamente soy un supervisor de máquinas.,IA y pérdida de autonomía humana,negativo,14742,3593
16418,07/05/2023,user_70782,"la IA es útil pero estamos, perdiendo habilidades que no recuperaremos.",IA y pérdida de autonomía humana,neutral,12718,3842
16419,22/06/2023,user_96723,Tengo 25 años y siento que debería tener. mi vida resuelta pero no sé ni qué quiero hacer.,Generación Z y crisis de sentido,neutral,9141,3078
16420,15/07/2023,user_51852,"¿Por qué tengo que monetizar mis hobbies, para que valgan la pena?. Solo quiero dibujar sin pensar en vender.",Generación Z y crisis de sentido,positivo,9749,4173
16421,10/08/2023,user_17642,"La IA está en medicina, justicia, educación. renuncio a algo de mi humanidad.",IA y pérdida de autonomía humana,negativo,13990,4880
16422,24/11/2022,user_767,Normalizar la terapia fue lo mejor que nos pasó. gracias TikTok por romper mi atención.,Generación Z y crisis de sentido,negativo,9179,2789
16423,19/12/2022,user_80672,"cada vez que uso IA siento que, renuncio a algo de mi humanidad.",IA y pérdida de autonomía humana,positivo,8645,4783
16424,14/05/2024,user_40903,"La IA está en medicina, justicia, educación. que olvidamos cómo hacer cosas básicas.",IA y pérdida de autonomía humana,negativo,10413,3098
16425,09/04/2024,user_41081,"delegamos tanto en las máquinas, que olvidamos cómo hacer cosas básicas.",IA y pérdida de autonomía humana,positivo,14847,1677
16426,27/10/2023,user_82890,mi cerebro necesita estímulos constantes gracias TikTok. por romper mi atención.,Generación Z y crisis de sentido,negativo,18123,1324
16427,20/09/2022,user_89796,"El algoritmo decide qué veo, qué pienso, qué compro. y ni siquiera me había dado cuenta.",Generación Z y crisis de sentido,neutral,9968,4707
16428,01/11/2023,user_54459,honestamente ya no sé qué es real todo es contenido. todo es performance.,Generación Z y crisis de sentido,negativo,16776,1631
16429,12/10/2024,user_78212,"cada vez que uso IA siento que, renuncio a algo de mi humanidad.",IA y pérdida de autonomía humana,neutral,13874,1717
16430,19/08/2023,user_85854,La IA escribe mejor que yo diseña mejor que yo. que nuestra ética y eso asusta.,IA y pérdida de autonomía humana,positivo,1060,985
16431,14/01/2022,user_89936,Los trabajos del futuro no existen todavía. y los de ahora los está tomando la IA.,IA y pérdida de autonomía humana,positivo,9793,2787
16432,27/06/2023,user_52159,"mi rutina es scroll, trabajo, scroll, dormir y repetir. ¿esto es vivir?.",Generación Z y crisis de sentido,neutral,6810,3165
16433,02/04/2022,user_63806,antes teníamos Messenger y éramos felices ahora hay 20 apps. y nadie responde.,Generación Z y crisis de sentido,neutral,14114,4497
16434,11/01/2024,user_11378,Aceptamos términos y condiciones sin leer. pero nadie habla de lo que perdemos.,IA y pérdida de autonomía humana,positivo,232,1191
16435,29/11/2022,user_20737,Aceptamos términos y condiciones sin leer. vendiendo nuestros datos por usar apps gratis.,IA y pérdida de autonomía humana,neutral,7838,3753
16436,05/03/2024,user_9147,"Cada clic, cada búsqueda, alimenta al algoritmo, que me conoce mejor. que mi familia.",IA y pérdida de autonomía humana,positivo,10720,870
16437,23/10/2022,user_72993,Le pregunto a la IA cosas que antes. resolvía pensando estoy perdiendo mi criterio.,IA y pérdida de autonomía humana,negativo,13317,660
16438,17/09/2022,user_62708,"la tecnología avanza más rápido, que nuestra ética y eso asusta.",IA y pérdida de autonomía humana,negativo,4543,706
16439,27/08/2023,user_92219,"Zoom, Teams, Discord mi vida social. es 100% digital ¿cuándo fue la última vez que salí?.",Generación Z y crisis de sentido,positivo,8578,3862
16440,30/01/2022,user_41194,"¿Por qué tengo que monetizar mis hobbies, para que valgan la pena?. Solo quiero dibujar sin pensar en vender.",Generación Z y crisis de sentido,positivo,11041,1748
16441,06/02/2022,user_67689,mi cerebro necesita estímulos constantes gracias TikTok. por romper mi atención.,Generación Z y crisis de sentido,positivo,11713,4929
16442,04/06/2023,user_73100,Aceptamos términos y condiciones sin leer. que olvidamos cómo hacer cosas básicas.,IA y pérdida de autonomía humana,neutral,8267,1096
16443,09/03/2023,user_60083,"Tres trabajos y aún no me alcanza, para independizarme. ¿así va a ser toda la vida?.",Generación Z y crisis de sentido,negativo,926,336
16444,01/12/2022,user_50409,"la eficiencia no es todo a veces el proceso humano, tiene valor aunque sea lento.",IA y pérdida de autonomía humana,neutral,14460,3035
16445,29/10/2022,user_15405,"Cada clic, cada búsqueda alimenta al algoritmo. que me conoce mejor que mi familia.",IA y pérdida de autonomía humana,positivo,7052,3061
16446,17/04/2024,user_43167,crecimos con YouTube creyendo que todos podíamos ser famosos. qué decepción.,Generación Z y crisis de sentido,negativo,17880,518
16447,29/07/2022,user_66355,"Tinder decide mis matches, LinkedIn mis trabajos, las apps. controlan mi vida social y laboral.",IA y pérdida de autonomía humana,neutral,18608,1272
16448,12/08/2023,user_24143,Renuncié a mi privacidad por comodidad. y ahora no sé cómo recuperarla.,IA y pérdida de autonomía humana,neutral,13993,4738
16449,14/01/2022,user_47212,Me siento perdido entre lo que esperan de mí. todo es contenido todo es performance.,Generación Z y crisis de sentido,neutral,2016,975
16450,22/03/2022,user_46265,Todos hablan del cambio climático. pero nadie hace nada real ¿para qué planear un futuro?.,Generación Z y crisis de sentido,neutral,14886,1866
16451,18/08/2024,user_93986,ChatGPT hace mi tarea Google Maps decide mi ruta. renuncio a algo de mi humanidad.,IA y pérdida de autonomía humana,neutral,6449,4681
16452,17/04/2022,user_46686,crecimos con YouTube creyendo que todos podíamos ser famosos. qué decepción.,Generación Z y crisis de sentido,neutral,12505,1579
16453,25/03/2024,user_5841,"Todos hablan del cambio climático, pero nadie hace nada real. ¿para qué planear un futuro?.",Generación Z y crisis de sentido,positivo,11485,3659
16454,12/06/2024,user_24822,Aceptamos términos y condiciones sin leer. que nuestra ética y eso asusta.,IA y pérdida de autonomía humana,negativo,9967,3508
16455,07/07/2022,user_26546,Todos mis amigos están emprendiendo o haciendo side hustles. y yo solo quiero un trabajo que no me consuma la vida.,Generación Z y crisis de sentido,positivo,3775,3649
16456,26/10/2022,user_6545,La IA escribe mejor que yo diseña mejor que yo. y es más rápida ¿qué me queda?.,IA y pérdida de autonomía humana,positivo,18739,3789
16457,01/05/2022,user_16492,"la IA es útil pero estamos, perdiendo habilidades que no recuperaremos.",IA y pérdida de autonomía humana,neutral,8827,1609
16458,14/03/2022,user_82561,Netflix decide qué veo Amazon qué compro. Instagram qué me gusta perdí mi libre albedrío.,IA y pérdida de autonomía humana,positivo,7447,912
16459,05/12/2023,user_12992,Los algoritmos saben más de mí. renuncio a algo de mi humanidad.,IA y pérdida de autonomía humana,positivo,16737,1435
16460,25/08/2022,user_17398,"mi rutina es scroll, trabajo, scroll, dormir y repetir. ¿esto es vivir?.",Generación Z y crisis de sentido,negativo,2407,1496
16461,21/02/2024,user_11286,Empresas reemplazando humanos con IA y bots. llamándolo optimización de recursos.,IA y pérdida de autonomía humana,negativo,16155,233
16462,02/08/2022,user_67896,"dependemos de la IA para pensar, para crear para decidir. Mal camino.",IA y pérdida de autonomía humana,positivo,13111,4639
16463,03/04/2022,user_88588,El algoritmo me muestra solo lo que confirma. que olvidamos cómo hacer cosas básicas.,IA y pérdida de autonomía humana,neutral,12691,1988
16464,18/12/2022,user_24972,"Tinder decide mis matches, LinkedIn mis trabajos, las apps. controlan mi vida social y laboral.",IA y pérdida de autonomía humana,neutral,14751,3301
16465,25/09/2024,user_11326,Alexa controla mi casa mi celular mi vida. para crear para decidir. Mal camino.,IA y pérdida de autonomía humana,positivo,12639,690
16466,17/02/2023,user_21733,ChatGPT hace mi tarea Google Maps decide mi ruta. Spotify elige mi música ¿todavía pienso por mí mismo?.,IA y pérdida de autonomía humana,positivo,7692,3160
16467,04/02/2024,user_79105,entre el doom scrolling y las noticias depresivas mi salud mental. va en picada.,Generación Z y crisis de sentido,neutral,10010,2188
16468,08/08/2022,user_58460,"cada vez que uso IA siento que, renuncio a algo de mi humanidad.",IA y pérdida de autonomía humana,negativo,13285,2217
16469,20/06/2024,user_27227,Mi feed está lleno de gente de mi edad siendo CEOs. mientras yo apenas puedo pagar la renta.,Generación Z y crisis de sentido,positivo,6308,2331
16470,20/01/2022,user_5101,"La IA genera arte, en 5 segundos, yo tardo horas. ¿para qué seguir creando?.",IA y pérdida de autonomía humana,neutral,19084,3316
16471,08/03/2022,user_71272,"Todos mis amigos están emprendiendo o haciendo side hustles, y yo solo quiero. un trabajo que no me consuma la vida.",Generación Z y crisis de sentido,positivo,15910,3086
16472,22/12/2022,user_29202,Todos mis amigos están en terapia o medicados. y aún así seguimos funcionando mal.,Generación Z y crisis de sentido,positivo,15250,3519
16473,14/12/2024,user_29457,La IA genera arte en 5 segundos. yo tardo horas ¿para qué seguir creando?.,IA y pérdida de autonomía humana,negativo,8647,4587
16474,01/06/2024,user_38913,"La IA predice, mis deseos antes, de que los tenga. ¿soy tan predecible?.",IA y pérdida de autonomía humana,neutral,10868,3205
16475,09/09/2023,user_57352,"Zoom, Teams, Discord mi vida social. todo es contenido todo es performance.",Generación Z y crisis de sentido,neutral,11683,245
16476,19/10/2024,user_32739,La IA escribe mejor que yo diseña mejor que yo. para crear para decidir. Mal camino.,IA y pérdida de autonomía humana,neutral,7361,4881
16477,20/12/2023,user_42121,"Cada clic, cada búsqueda alimenta al algoritmo. renuncio a algo de mi humanidad.",IA y pérdida de autonomía humana,positivo,15716,3158
16478,01/02/2022,user_80492,"Los algoritmos saben, más de mí, que yo mismo. es perturbador y conveniente.",IA y pérdida de autonomía humana,positivo,4956,4548
16479,04/08/2022,user_42189,Los trabajos del futuro no existen todavía. tiene valor aunque sea lento.,IA y pérdida de autonomía humana,positivo,1863,2496
16480,22/11/2022,user_55474,Renuncié a mi privacidad por comodidad. perdiendo habilidades que no recuperaremos.,IA y pérdida de autonomía humana,negativo,2068,3116
16481,08/10/2023,user_92624,"dependemos de la IA para pensar, para crear para decidir. Mal camino.",IA y pérdida de autonomía humana,positivo,14596,3031
16482,23/08/2022,user_43188,"dependemos de la IA para pensar, para crear para decidir. Mal camino.",IA y pérdida de autonomía humana,neutral,14787,2521
16483,10/06/2023,user_4733,El algoritmo me muestra solo lo que confirma. pero también propósito y significado.,IA y pérdida de autonomía humana,neutral,16543,4948
16484,11/10/2024,user_32205,"Cada clic, cada búsqueda alimenta al algoritmo. que me conoce mejor que mi familia.",IA y pérdida de autonomía humana,negativo,9369,4387
16485,04/12/2023,user_29405,"Todos hablan del cambio climático, pero nadie hace nada real. ¿para qué planear un futuro?.",Generación Z y crisis de sentido,neutral,203,2437
16486,16/02/2024,user_35640,Tinder decide mis matches LinkedIn mis trabajos. que nuestra ética y eso asusta.,IA y pérdida de autonomía humana,negativo,8315,2383
16487,06/10/2023,user_66060,La salud mental es importante hasta que pides días libres. ahora hay 20 apps y nadie responde.,Generación Z y crisis de sentido,negativo,17190,1870
16488,28/04/2023,user_50676,"la tecnología avanza más rápido, que nuestra ética y eso asusta.",IA y pérdida de autonomía humana,negativo,6257,1330
16489,17/06/2024,user_74000,Todos hablan del cambio climático. pero nadie hace nada real ¿para qué planear un futuro?.,Generación Z y crisis de sentido,negativo,9437,4763
16490,08/02/2022,user_69419,Subo stories feliz pero en realidad estoy. gracias TikTok por romper mi atención.,Generación Z y crisis de sentido,positivo,4290,736
16491,24/11/2023,user_28359,Me siento perdido entre lo que esperan de mí. y lo que realmente quiero la presión es insoportable.,Generación Z y crisis de sentido,neutral,8292,52
16492,19/03/2024,user_16817,"la IA es útil pero estamos, perdiendo habilidades que no recuperaremos.",IA y pérdida de autonomía humana,neutral,4568,2730
16493,12/08/2023,user_65212,"mi rutina es scroll, trabajo, scroll, dormir y repetir. ¿esto es vivir?.",Generación Z y crisis de sentido,negativo,3003,2394
16494,12/09/2024,user_99898,"Mi trabajo ahora es, revisar lo que hace la IA, básicamente soy. un supervisor de máquinas.",IA y pérdida de autonomía humana,positivo,16486,1607
16495,22/04/2023,user_18796,Le pregunto a la IA cosas que antes. resolvía pensando estoy perdiendo mi criterio.,IA y pérdida de autonomía humana,positivo,2568,3706
16496,04/08/2023,user_80863,la cultura de internet destruyó nuestra capacidad de estar aburridos. y ahí está la creatividad.,Generación Z y crisis de sentido,positivo,19909,1916
16497,27/01/2024,user_67849,Me siento perdido entre lo que esperan de mí. y lo que realmente quiero la presión es insoportable.,Generación Z y crisis de sentido,neutral,12091,563
16498,24/07/2023,user_81283,Me preocupa que la IA tome decisiones. sobre mi vida sin que yo pueda cuestionarla.,IA y pérdida de autonomía humana,neutral,16041,1505
16499,15/11/2024,user_26562,"la automatización nos quita trabajos, pero también propósito y significado.",IA y pérdida de autonomía humana,positivo,2137,2441
16500,15/08/2022,user_31514,"Me siento perdido entre lo que esperan de mí, y lo que realmente quiero. la presión es insoportable.",Generación Z y crisis de sentido,positivo,17736,58
16501,31/07/2023,user_96066,"El algoritmo decide qué veo, qué pienso, qué compro, y ni siquiera. me había dado cuenta.",Generación Z y crisis de sentido,negativo,954,3679
16502,13/10/2024,user_82525,Mi trabajo ahora es revisar lo que hace la IA. básicamente soy un supervisor de máquinas.,IA y pérdida de autonomía humana,negativo,12599,4155
16503,24/06/2024,user_56382,"Zoom, Teams, Discord mi vida social. es 100% digital ¿cuándo fue la última vez que salí?.",Generación Z y crisis de sentido,neutral,12007,3123
16504,10/11/2023,user_88311,"Zoom, Teams, Discord mi vida social. gracias TikTok por romper mi atención.",Generación Z y crisis de sentido,neutral,2226,2691
16505,16/01/2024,user_82990,Netflix decide qué veo Amazon qué compro. renuncio a algo de mi humanidad.,IA y pérdida de autonomía humana,positivo,623,1663
